"behavioral_touch_face","health_worker","health_insurance_0","child_under_6_months","opinion_h1n1_vacc_effective","employment_industry_fcxhlnwr","employment_occupation_NA","doctor_recc_seasonal","chronic_med_condition","h1n1_concern","employment_occupation_vlluhbov","doctor_recc_h1n1","behavioral_avoidance","employment_occupation_qxajmpny","opinion_seas_vacc_effective","employment_occupation_pvmttkik","employment_occupation_ukymxvdu","employment_occupation_ccgxvspp","hhs_geo_region_atmpeygn","employment_occupation_cmhcxjea","health_insurance_1","employment_industry_arjwrbjb","behavioral_outside_home","employment_industry_ldnlellj","employment_industry_qnlwzans","employment_occupation_dcjcmpih","opinion_h1n1_sick_from_vacc"
0,0,0,0,0.5,0,1,0,1,0.666666666666667,0,0,0,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.5,0,1,1,0,0.333333333333333,0,1,1,0,0.25,0,0,0,0,0,1,0,1,0,0,0,0.25
0,0,0,0,0.75,0,0,0.00291928456493618,0,0.333333333333333,0,0.000283100151996825,1,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0.25
1,0,0,0,0.75,0,1,1,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.25
1,0,1,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0.5,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0.25
1,1,0,1,1,1,0,0,0,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.5,0,1,0.0010049547838244,1,1,0,0.000624726277876756,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.75,0,1,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.5,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.25
0,0,0,0,0.5,0,0,0,0,0.333333333333333,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.25,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,0,1,0,1,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.75,0,1,0,1,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,0.5,0,0,0.000770145471731159,0,0.666666666666667,0,0.00240327232836005,1,0,0.75,0,1,0,1,0,0,0,0,0,0,0,0.75
1,0,0,0,0.5,0,0,0,0.00072801220049266,0.333333333333333,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0.5,0,0,0.0119284515860708,0.000911434818522651,0.666666666666667,0,0.000391037450938544,1,0,0.75,0,0,0,0,0,0,0,1,0,0,1,0.75
1,0,0,0,1,0,1,1,1,1,0,1,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,1,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,1,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,1,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,1,0,0,0.75,1,0,1,1,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0.75,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0.75,0,0,0,0,0.333333333333333,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.25,0,0,0,1,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0.00151499407801236,0,0.666666666666667,0,0.000242009017788946,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75
0,0,0,0,0.25,0,1,0,1,0.333333333333333,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.25,0,1,0,0,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25
0.0183807121260757,0,0,0,1,0,1,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,1,0,0.75,0,0,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0.000345734718675198,0,0.00222889417982632,0.5,0,1,0,2.57989067358327e-05,0.666666666666667,0,0,1,0,0.229136235830242,0,0,0,0,0,0,0,0,0,0,0,0.045007271069472
0,0,0,0,0.75,0,0,1,0,0.333333333333333,0,1,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0.5,0,1,0,0,0.333333333333333,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0.5,0,1,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.5,0,1,0,1,0.130021544618212,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.25
1,1,0,0,0.75,1,0,1,0,0.666666666666667,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
0,0,0,0,0.25,0,1,1,0,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.25
0,0,0,0,0.5,0,0,1,0,0.666666666666667,0,1,1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1,0.333333333333333,0,0,1,0,0.25,0,0,0,0,0,1,0,1,0,0,0,0.25
1,1,0,1,1,1,0,1,0,0.666666666666667,0,1,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,1,0.75,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0.75,0,0,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,1,0,0.75,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0.75,0,1,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.25,0,0,1,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.75,0,0,0,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,1,0,0.666666666666667,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
0,0,0,0,1,0,0,0,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,1,0,0,1,0,0.333333333333333,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
0,0,0,0,0.5,0,1,0,0,0.333333333333333,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,1,1,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75
1,1,0,0,0.75,1,0,1,0,0.333333333333333,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00334419391061023,0,0.000944083529244441,0.0269015441144694,0,1,0,0.00126703076099903,0,0,0,0,0,0.0287222331024734,0,0,0,0,0,0,0,0,0,0,0,0.000175675158583734
0,0,0,0,0.75,0,0,0,1,0.666666666666667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.75,0,1,0,1,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,0.5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.0477167697087849,0,0,0,0.5,0,1,1,1,0.666666666666667,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.25,0,0,1,0,0.666666666666667,0,1,1,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,1,0,0.333333333333333,0,1,1,0,0.25,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0.5,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0.25
1,0,0,0,1,0,1,0,0,0.333333333333333,0,0,1,0,0.25,0,0,0,1,0,1,0,0,0,0,0,0.25
0,0,1,0,0.75,0,1,0,0,1,0,0,0,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.75,0,0,0.00264336631749349,0,0.666666666666667,0,0.000162445822629198,0,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,1,0,0,0,0,0,1,0,0,0.75
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,1,0.75,0,1,0,1,1,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.5,0,0,1,1,0.333333333333333,0,1,1,0,0.75,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0,0.75,0,1,1,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
1,1,0,0,1,0,0,1,0,0.333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1,0,0,0.25
0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75
0,0,0,0,0.5,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,0.333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0.5,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,0.75,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0,0,0,0.75,0,1,1,1,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.75,0,1,1,0,0.666666666666667,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1,1,1,0,1,0,1,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75
1,0.00254648307863456,0,0.00297902893569425,0.5,0,1,0,0.00202897689691285,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,1,1,0.333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0.000512784816809171,0,0.0155943171273187,1,0,1,1,0.000432982903072616,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.25,0,0,0,0,0.666666666666667,1,0,0,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.25
0,0,0,0,1,0,1,1,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75
0,1,0,1,0.75,1,0,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0.75,0,0,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0.75,0,0,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,1,0.5,1,0,1,0,1,0,1,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0,1,0,0.25,1,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0.75,0,0,0.00163249986625557,0,0.666666666666667,0,6.97517924116433e-06,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,1,0.75,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,1,0.25,0,1,0,0,0.333333333333333,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.5,0,0,0,1,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0.5,0,1,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.5,0,1,1,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.25
1,0,0,0,0.25,0,1,0,0,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,1,0,0.75,0,0,0,0,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.75
0,0,1,0,0.25,0,0,0,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75
1,2.55657674672182e-05,0,0.0035348469723163,0,0,1,0,0.00285596473540539,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0.75,0,1,1,1,0.666666666666667,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0.75,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
0,0,0,1,0.5,0,1,1,1,1,0,1,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.75
1,1,0,0,1,1,0,1,0,0.666666666666667,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0.25
1,0,0,0,0.25,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75
1,0,0,0,0.75,0,1,0,0,0.333333333333333,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0.25,0,0,0,0,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.5,0,1,0,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,1,0.75,0,1,1,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,0,0.25,0,1,0,0,0.333333333333333,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.25,0,1,0,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.75,0,1,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0.25,0,0,7.78219144082825e-05,0,0.333333333333333,0,4.48944317700952e-05,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,1,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,1,1,1,0.666666666666667,0,0,0.0169193320952585,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.5,0,1,1,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,1,0,1,0,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,0,0.5,1,0,0,1,0.333333333333333,0,0,1,0,0.75,0,0,0,0,1,1,0,0,0,0,0,0.75
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.75,0,0,0.000149821802529128,0,0.666666666666667,0,0.000604892784842506,1,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0.25
0,0,0,0,1,0,1,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0,0,0.666666666666667,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75
0,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0.75,1,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,0,1,0,1,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.75,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0.5,0,1,0,0,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0.5,0,0,0.000198763163625178,1,1,0,0.00389269890038292,1,0,0.5,0,0,0,0,0,0,0,0.00281461716451811,0,0,0,0
1,0,0,0,0,0,1,1,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.75,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,1,0.75,1,0,1,0,0,0,1,1,0,0.75,0,0,0,1,1,1,0,1,0,0,0,0
0,0,0,0,0.75,0,1,0.000317264236016636,0,0.666666666666667,0,0.0142950527800959,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,1,0,0,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.75
1,0,0,0,0.75,0,0,0,1,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0.75,0,1,0,1,0.333333333333333,0,0,0,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.5,0,0,0.000152848088656261,0,1,0,0.00813806874443165,1,0,0.25,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,1,1,1,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0,0,0,1,0,0,0,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.25
1,1,0,1,1,1,0,0,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,1,0,0,0.75
1,0,0,0,0.75,0,1,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,1,0,0,0,0,1
1,1,0,0,1,0,0,0.00028461337464772,0,1,0,0.00723470272674882,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.25
1,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,1,0,0,0.75,1,0,1,0,0.666666666666667,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0.75,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,0,0.5,0,0,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,1,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,0.25,0,0,0.00698761172218167,0,0.666666666666667,0,4.08371939039441e-05,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,1,0,0,1,0,1,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,0.75,0,0,0,0.000925529173689835,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,1,0,0,0,1,0,1,0,0.333333333333333,0,1,1,0,0.25,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.75,0,0,0,1,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
1,0,0,0,0.75,0,1,1,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,0,0.25,0,0,0,0,0.333333333333333,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,1,1,1,0.333333333333333,0,0,1,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0.5,0,1,0,0,1,0,0,0,0,0.5,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0.25
1,0,0,1,0.5,0,0,0.00457371861929085,0,0.666666666666667,0,0.00448919020495991,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.25
0,0,0,0,0.75,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75
1,1.91037404581118e-06,0,0.000707132766875467,0.168429993620323,0,1,5.09381324264085e-05,0.000310618651957428,1,0,5.17425040399267e-05,0,0,0.120917175942131,0,0,0,0,0,0,0,1,0,0,0,0.0825213133002756
1,0,1,1,1,0,0,0,0,0.666666666666667,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.5,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0,0,0,0.75,0,0,0,1,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.75
1,1.87604474107951e-05,0,0.00516738180291793,0.75,0,1,0,0.0010575902169588,0.333333333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0.267189066783337,0,1,0.00415058815095977,0,0.333333333333333,0,4.24202626021317e-05,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0.5,0,1,1,1,0.666666666666667,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0.5,0,1,0,1,0.666666666666667,0,0,1,0,0.23967314408825,0,0,0,0,0,1,0,1,0,0,0,0.0689677851929333
1,0,0,0,0.75,0,0,1,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.75,0,1,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.5,0,1,0,0,0.666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.25,0,1,0,0,0,0,0,1,0,0.25,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,1,1,0.666666666666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
